﻿Título da Revista;ISSN;Homepage;Grande Area;Area do Conhecimento;Subárea do Conhecimento;Indexador;JIF;Quartil JCR;SJR;SJR Best Quartile;H index;Índice h5
NACC-NOVA ACTA CIENTIFICA COMPOSTELANA BIOLOXIA;1130-9717;https://revistas.usc.gal/index.php/nacc;Outras / Não Classificado;Geral / Multidisciplinar;Educação e Pesquisa Educacional;Web of Science;0,3;Q4;-;-;-;https://scholar.google.com/citations?hl=pt-BR&view_op=search_venues&vq=NACC-NOVA%20ACTA%20CIENTIFICA%20COMPOSTELANA%20BIOLOXIA&btnG=
NAD Nordic Studies on Alcohol and Drugs;1458-6126;https://us.sagepub.com/en-us/nam/nordic-studies-on-alcohol-and-drugs/journal202614;Ciências da Saúde;Medicina;Ciências Sociais, Medicina;Scopus;2,2;Q3;0,496;Q2;26.0;https://scholar.google.com/citations?hl=pt-BR&view_op=search_venues&vq=NAD%20Nordic%20Studies%20on%20Alcohol%20and%20Drugs&btnG=
NAFTA-GAZ;0867-8871;;Outras / Não Classificado;Geral / Multidisciplinar;Ética;Web of Science;0,3;Q4;-;-;-;https://scholar.google.com/citations?hl=pt-BR&view_op=search_venues&vq=NAFTA-GAZ&btnG=
NAGOYA JOURNAL OF MEDICAL SCIENCE;0027-7622;http://www.med.nagoya-u.ac.jp/medlib/nagoya_j_med_sci/list.html;Outras / Não Classificado;Geral / Multidisciplinar;Educação e Pesquisa Educacional;Web of Science;-;-;-;-;-;https://scholar.google.com/citations?hl=pt-BR&view_op=search_venues&vq=NAGOYA%20JOURNAL%20OF%20MEDICAL%20SCIENCE&btnG=
NAGOYA MATHEMATICAL JOURNAL;0027-7630;https://www.cambridge.org/core/journals/nagoya-mathematical-journal;Outras / Não Classificado;Geral / Multidisciplinar;Engenharia, Multidisciplinar;Web of Science;-;-;-;-;-;https://scholar.google.com/citations?hl=pt-BR&view_op=search_venues&vq=NAGOYA%20MATHEMATICAL%20JOURNAL&btnG=
NAHARAIM;1862-9148;http://www.reference-global.com/loi/naha;Ciências Sociais Aplicadas;Economia;Ciência da Informação e Biblioteconomia;Web of Science;-;-;-;-;-;https://scholar.google.com/citations?hl=pt-BR&view_op=search_venues&vq=NAHARAIM&btnG=
NAIS-NATIVE AMERICAN AND INDIGENOUS STUDIES ASSOCIATION;2332-1261;https://muse.jhu.edu/journal/704;Outras / Não Classificado;Geral / Multidisciplinar;Educação e Pesquisa Educacional;Web of Science;-;-;-;-;-;https://scholar.google.com/citations?hl=pt-BR&view_op=search_venues&vq=NAIS-NATIVE%20AMERICAN%20AND%20INDIGENOUS%20STUDIES%20ASSOCIATION&btnG=
NAJUA: History of Architecture and Thai Architecture;2697-3901;;Lingüística, Letras e Artes;Artes;Artes e Humanidades, Ciências Sociais, Engenharia;Scopus;-;-;0,112;Q3;2.0;https://scholar.google.com/citations?hl=pt-BR&view_op=search_venues&vq=NAJUA%3A%20History%20of%20Architecture%20and%20Thai%20Architecture&btnG=
NALANS: Journal of Narrative and Language Studies;2148-4066;http://www.nalans.com/index.php/nalans;Lingüística, Letras e Artes;Artes;Artes e Humanidades, Ciências Sociais;Scopus;-;-;0,16;Q1;5.0;https://scholar.google.com/citations?hl=pt-BR&view_op=search_venues&vq=NALANS%3A%20Journal%20of%20Narrative%20and%20Language%20Studies&btnG=
NAMES-A JOURNAL OF ONOMASTICS;0027-7738;https://ans-names.pitt.edu/ans/index;Outras / Não Classificado;Geral / Multidisciplinar;Educação e Pesquisa Educacional, Ciências e Serviços de Saúde;Web of Science;2,2;Q2;-;-;-;https://scholar.google.com/citations?hl=pt-BR&view_op=search_venues&vq=NAMES-A%20JOURNAL%20OF%20ONOMASTICS&btnG=
NAMIK KEMAL MEDICAL JOURNAL;2587-0262;http://dergipark.gov.tr/nkmj;Outras / Não Classificado;Geral / Multidisciplinar;Reabilitação;Web of Science;-;-;-;-;-;https://scholar.google.com/citations?hl=pt-BR&view_op=search_venues&vq=NAMIK%20KEMAL%20MEDICAL%20JOURNAL&btnG=
NAMMCO Scientific Publications;1560-2206;https://septentrio.uit.no/index.php/nammcosp;Outras / Não Classificado;Geral / Multidisciplinar;Ciência Ambiental, Ciências Agrárias e Biológicas;Scopus;-;-;0,286;Q3;9.0;https://scholar.google.com/citations?hl=pt-BR&view_op=search_venues&vq=NAMMCO%20Scientific%20Publications&btnG=
NAN NU;1568-5268;http://springer.metapress.com/openurl.asp?genre=journal&issn=1387-6805;Lingüística, Letras e Artes;Artes;Artes e Humanidades, Ciências Sociais;Scopus;0,4;-;0,23;Q1;15.0;https://scholar.google.com/citations?hl=pt-BR&view_op=search_venues&vq=NAN%20NU&btnG=
NAN NU-MEN WOMEN AND GENDER IN CHINA;1387-6805;http://springer.metapress.com/openurl.asp?genre=journal&issn=1387-6805;Outras / Não Classificado;Geral / Multidisciplinar;Ciências Sociais, Interdisciplinares;Web of Science;-;-;-;-;-;https://scholar.google.com/citations?hl=pt-BR&view_op=search_venues&vq=NAN%20NU-MEN%20WOMEN%20AND%20GENDER%20IN%20CHINA&btnG=
NANKAI BUSINESS REVIEW INTERNATIONAL;2040-8749;http://www.emeraldinsight.com/products/journals/journals.htm?id=nbri;Ciências Sociais Aplicadas;Economia;Negócios, Economia;Web of Science;-;-;-;-;-;https://scholar.google.com/citations?hl=pt-BR&view_op=search_venues&vq=NANKAI%20BUSINESS%20REVIEW%20INTERNATIONAL&btnG=
NANO;1793-2920;http://www.worldscinet.com/nano/nano.shtml;Ciências Sociais Aplicadas;Turismo;Hospitalidade, Interdisciplinaridade, Lazer, Esporte e Turismo, Ciências Sociais;Web of Science;-;-;-;-;-;https://scholar.google.com/citations?hl=pt-BR&view_op=search_venues&vq=NANO&btnG=
NANO COMMUNICATION NETWORKS;1878-7789;https://www.journals.elsevier.com/nano-communication-networks;Outras / Não Classificado;Geral / Multidisciplinar;Lei;Web of Science;-;-;-;-;-;https://scholar.google.com/citations?hl=pt-BR&view_op=search_venues&vq=NANO%20COMMUNICATION%20NETWORKS&btnG=
NANO CONVERGENCE;2196-5404;https://nanoconvergencejournal.springeropen.com;Outras / Não Classificado;Geral / Multidisciplinar;Negócios, Finanças;Web of Science;-;-;-;-;-;https://scholar.google.com/citations?hl=pt-BR&view_op=search_venues&vq=NANO%20CONVERGENCE&btnG=
NANO ENERGY;2211-2855;https://www.journals.elsevier.com/nano-energy;Outras / Não Classificado;Geral / Multidisciplinar;Reabilitação;Web of Science;0,5;Q4;-;-;-;https://scholar.google.com/citations?hl=pt-BR&view_op=search_venues&vq=NANO%20ENERGY&btnG=
NANO EXPRESS;2632-959X;https://iopscience.iop.org/journal/2632-959X;Outras / Não Classificado;Geral / Multidisciplinar;Termodinâmica;Web of Science;-;-;-;-;-;https://scholar.google.com/citations?hl=pt-BR&view_op=search_venues&vq=NANO%20EXPRESS&btnG=
NANO FUTURES;2399-1984;http://iopscience.iop.org/journal/2399-1984;Ciências Humanas;Sociologia;Linguística, Linguagem e Linguística, Sociologia;Web of Science;-;-;-;-;-;https://scholar.google.com/citations?hl=pt-BR&view_op=search_venues&vq=NANO%20FUTURES&btnG=
NANO HYBRIDS AND COMPOSITES;2297-3370;http://www.ttp.net/2235-8129.html;Ciências Sociais Aplicadas;Turismo;Hotelaria, Lazer, Esporte e Turismo;Web of Science;-;-;-;-;-;https://scholar.google.com/citations?hl=pt-BR&view_op=search_venues&vq=NANO%20HYBRIDS%20AND%20COMPOSITES&btnG=
NANO LETTERS;1530-6984;http://pubs.acs.org/journal/nalefd;Outras / Não Classificado;Geral / Multidisciplinar;Gerenciamento;Web of Science;1,5;Q3;-;-;-;https://scholar.google.com/citations?hl=pt-BR&view_op=search_venues&vq=NANO%20LETTERS&btnG=
NANO LIFE;1793-9844;http://www.worldscinet.com/nl/mkt/aims_scope.shtml;Outras / Não Classificado;Geral / Multidisciplinar;Educação e Pesquisa Educacional;Web of Science;-;-;-;-;-;https://scholar.google.com/citations?hl=pt-BR&view_op=search_venues&vq=NANO%20LIFE&btnG=
NANO MATERIALS SCIENCE;2096-6482;https://www.sciencedirect.com/journal/nano-materials-science;Engenharias;Engenharia de Transportes;Transporte, Ciência e Tecnologia dos Transportes;Web of Science;4,8;Q1;-;-;-;https://scholar.google.com/citations?hl=pt-BR&view_op=search_venues&vq=NANO%20MATERIALS%20SCIENCE&btnG=
NANO RESEARCH;1998-0124;http://www.springer.com/materials/nanotechnology/journal/12274;Outras / Não Classificado;Geral / Multidisciplinar;Neurociências;Web of Science;4,1;Q1;-;-;-;https://scholar.google.com/citations?hl=pt-BR&view_op=search_venues&vq=NANO%20RESEARCH&btnG=
NANO RESEARCH ENERGY;2791-0091;;Engenharias;Engenharia Aeroespacial;Aeroespacial, Engenharia, Engenharia, Mecânica;Web of Science;-;-;-;-;-;https://scholar.google.com/citations?hl=pt-BR&view_op=search_venues&vq=NANO%20RESEARCH%20ENERGY&btnG=
NANO SELECT;2688-4011;https://onlinelibrary.wiley.com/journal/26884011;Outras / Não Classificado;Geral / Multidisciplinar;Estudos Ambientais;Web of Science;2,4;Q3;-;-;-;https://scholar.google.com/citations?hl=pt-BR&view_op=search_venues&vq=NANO%20SELECT&btnG=
NANO TODAY;1748-0132;http://journals.elsevier.com/17480132/nano-today/;Ciências da Saúde;Enfermagem;Enfermagem, Urologia e Nefrologia;Web of Science;0,5;Q4;-;-;-;https://scholar.google.com/citations?hl=pt-BR&view_op=search_venues&vq=NANO%20TODAY&btnG=
NANO-MICRO LETTERS;2311-6706;https://www.springer.com/journal/40820;Outras / Não Classificado;Geral / Multidisciplinar;Gerenciamento;Web of Science;-;-;-;-;-;https://scholar.google.com/citations?hl=pt-BR&view_op=search_venues&vq=NANO-MICRO%20LETTERS&btnG=
NANOBIOTECHNOLOGY REPORTS;2635-1676;https://www.springer.com/journal/12201;Outras / Não Classificado;Geral / Multidisciplinar;Doenças Vasculares Periféricas;Web of Science;1,1;Q4;-;-;-;https://scholar.google.com/citations?hl=pt-BR&view_op=search_venues&vq=NANOBIOTECHNOLOGY%20REPORTS&btnG=
NANOCOMPOSITES;2055-0324;https://www.tandfonline.com/toc/ynan20/current;Outras / Não Classificado;Geral / Multidisciplinar;Horticultura;Web of Science;1,1;Q3;-;-;-;https://scholar.google.com/citations?hl=pt-BR&view_op=search_venues&vq=NANOCOMPOSITES&btnG=
NANOENERGY ADVANCES;2673-706X;;Engenharias;Engenharia de Transportes;Engenharia Mecânica, Ciência e Tecnologia dos Transportes;Web of Science;-;-;-;-;-;https://scholar.google.com/citations?hl=pt-BR&view_op=search_venues&vq=NANOENERGY%20ADVANCES&btnG=
NANOFABRICATION;2299-680X;https://www.degruyter.com/journal/key/NANOFAB/html;Outras / Não Classificado;Geral / Multidisciplinar;Ciências Veterinárias;Web of Science;3,2;Q1;-;-;-;https://scholar.google.com/citations?hl=pt-BR&view_op=search_venues&vq=NANOFABRICATION&btnG=
NANOIMPACT;2452-0748;https://www.journals.elsevier.com/nanoimpact;Outras / Não Classificado;Geral / Multidisciplinar;Ciência da Computação, Sistemas de Informação;Web of Science;-;-;-;-;-;https://scholar.google.com/citations?hl=pt-BR&view_op=search_venues&vq=NANOIMPACT&btnG=
NANOMANUFACTURING AND METROLOGY;2520-811X;https://www.springer.com/journal/41871;Outras / Não Classificado;Geral / Multidisciplinar;Educação e Pesquisa Educacional;Web of Science;-;-;-;-;-;https://scholar.google.com/citations?hl=pt-BR&view_op=search_venues&vq=NANOMANUFACTURING%20AND%20METROLOGY&btnG=
NANOMATERIALS;2079-4991;http://www.mdpi.com/journal/nanomaterials;Ciências Agrárias;Agronomia;Agronomia;Web of Science;-;-;-;-;-;https://scholar.google.com/citations?hl=pt-BR&view_op=search_venues&vq=NANOMATERIALS&btnG=
NANOMATERIALS AND ENERGY;2045-9831;https://www.icevirtuallibrary.com/journal/jnaen;Outras / Não Classificado;Geral / Multidisciplinar;Telecomunicações;Web of Science;1,2;Q4;-;-;-;https://scholar.google.com/citations?hl=pt-BR&view_op=search_venues&vq=NANOMATERIALS%20AND%20ENERGY&btnG=
NANOMATERIALS AND NANOTECHNOLOGY;1847-9804;https://us.sagepub.com/en-us/nam/nanomaterials-and-nanotechnology/journal202571;Outras / Não Classificado;Geral / Multidisciplinar;Dermatologia;Web of Science;-;-;-;-;-;https://scholar.google.com/citations?hl=pt-BR&view_op=search_venues&vq=NANOMATERIALS%20AND%20NANOTECHNOLOGY&btnG=
NANOMEDICINE;1743-5889;https://www.futuremedicine.com/journal/nnm;Ciências Biológicas;Biologia Geral;Biologia Reprodutiva;Web of Science;-;-;-;-;-;https://scholar.google.com/citations?hl=pt-BR&view_op=search_venues&vq=NANOMEDICINE&btnG=
NANOMEDICINE JOURNAL;2322-3049;http://nmj.mums.ac.ir;Outras / Não Classificado;Geral / Multidisciplinar;Educação e Pesquisa Educacional, Ciências Sociais, Geral;Web of Science;-;-;-;-;-;https://scholar.google.com/citations?hl=pt-BR&view_op=search_venues&vq=NANOMEDICINE%20JOURNAL&btnG=
NANOMEDICINE-NANOTECHNOLOGY BIOLOGY AND MEDICINE;1549-9634;http://www.journals.elsevier.com/nanomedicine-nanotechnology-biology-and-medicine/;Outras / Não Classificado;Geral / Multidisciplinar;Saúde Ambiental e Ocupacional, Pública;Web of Science;-;-;-;-;-;https://scholar.google.com/citations?hl=pt-BR&view_op=search_venues&vq=NANOMEDICINE-NANOTECHNOLOGY%20BIOLOGY%20AND%20MEDICINE&btnG=
NANOPHOTONICS;2192-8606;http://www.degruyter.com/view/j/nanoph;Ciências da Saúde;Medicina;Medicina Integrativa e Complementar;Web of Science;-;-;-;-;-;https://scholar.google.com/citations?hl=pt-BR&view_op=search_venues&vq=NANOPHOTONICS&btnG=
NANOSCALE;2040-3364;http://pubs.rsc.org/en/journals/journalissues/nr;Ciências Sociais Aplicadas;Economia;Ciência da Informação e Biblioteconomia;Web of Science;1,7;Q2;-;-;-;https://scholar.google.com/citations?hl=pt-BR&view_op=search_venues&vq=NANOSCALE&btnG=
NANOSCALE ADVANCES;2516-0230;https://www.rsc.org/journals-books-databases/about-journals/nanoscale-advances/;Outras / Não Classificado;Geral / Multidisciplinar;Ciência da Computação, Sistemas de Informação;Web of Science;-;-;-;-;-;https://scholar.google.com/citations?hl=pt-BR&view_op=search_venues&vq=NANOSCALE%20ADVANCES&btnG=
NANOSCALE AND MICROSCALE THERMOPHYSICAL ENGINEERING;1556-7265;https://www.tandfonline.com/toc/umte20/current;Outras / Não Classificado;Geral / Multidisciplinar;Lei;Web of Science;0,5;Q3;-;-;-;https://scholar.google.com/citations?hl=pt-BR&view_op=search_venues&vq=NANOSCALE%20AND%20MICROSCALE%20THERMOPHYSICAL%20ENGINEERING&btnG=
NANOSCALE HORIZONS;2055-6756;http://pubs.rsc.org/en/journals/journalissues/nh#!recentarticles&adv;Outras / Não Classificado;Geral / Multidisciplinar;Engenharia Elétrica e Eletrônica;Web of Science;0,4;Q4;-;-;-;https://scholar.google.com/citations?hl=pt-BR&view_op=search_venues&vq=NANOSCALE%20HORIZONS&btnG=
NANOSCIENCE AND TECHNOLOGY-AN INTERNATIONAL JOURNAL;2572-4258;http://www.dl.begellhouse.com/journals/11e12455066dab5d.html;Outras / Não Classificado;Geral / Multidisciplinar;Educação e Pesquisa Educacional;Web of Science;-;-;-;-;-;https://scholar.google.com/citations?hl=pt-BR&view_op=search_venues&vq=NANOSCIENCE%20AND%20TECHNOLOGY-AN%20INTERNATIONAL%20JOURNAL&btnG=
NANOSYSTEMS-PHYSICS CHEMISTRY MATHEMATICS;2220-8054;http://nanojournal.ifmo.ru/;Outras / Não Classificado;Geral / Multidisciplinar;Relações Industriais e Trabalho;Web of Science;-;-;-;-;-;https://scholar.google.com/citations?hl=pt-BR&view_op=search_venues&vq=NANOSYSTEMS-PHYSICS%20CHEMISTRY%20MATHEMATICS&btnG=
NANOTECHNOLOGIES IN CONSTRUCTION-A SCIENTIFIC INTERNET-JOURNAL;2075-8545;http://nanobuild.ru/;Outras / Não Classificado;Geral / Multidisciplinar;Saúde Ambiental e Ocupacional, Pública;Web of Science;1;Q4;-;-;-;https://scholar.google.com/citations?hl=pt-BR&view_op=search_venues&vq=NANOTECHNOLOGIES%20IN%20CONSTRUCTION-A%20SCIENTIFIC%20INTERNET-JOURNAL&btnG=
NANOTECHNOLOGY;0957-4484;http://iopscience.iop.org/0957-4484;Ciências da Saúde;Medicina;Medicina Geral e Interna;Web of Science;-;-;-;-;-;https://scholar.google.com/citations?hl=pt-BR&view_op=search_venues&vq=NANOTECHNOLOGY&btnG=
NANOTECHNOLOGY AND PRECISION ENGINEERING;1672-6030;https://aip.scitation.org/journal/npe;Outras / Não Classificado;Geral / Multidisciplinar;Nanociência e Nanotecnologia;Web of Science;4;Q3;-;-;-;https://scholar.google.com/citations?hl=pt-BR&view_op=search_venues&vq=NANOTECHNOLOGY%20AND%20PRECISION%20ENGINEERING&btnG=
NANOTECHNOLOGY REVIEWS;2191-9089;https://www.degruyter.com/view/j/ntrev;Outras / Não Classificado;Geral / Multidisciplinar;Relações Internacionais;Web of Science;1;Q3;-;-;-;https://scholar.google.com/citations?hl=pt-BR&view_op=search_venues&vq=NANOTECHNOLOGY%20REVIEWS&btnG=
NANOTECHNOLOGY SCIENCE AND APPLICATIONS;1177-8903;https://www.dovepress.com/nanotechnology-science-and-applications-journal;Outras / Não Classificado;Geral / Multidisciplinar;Lei;Web of Science;1,1;Q2;-;-;-;https://scholar.google.com/citations?hl=pt-BR&view_op=search_venues&vq=NANOTECHNOLOGY%20SCIENCE%20AND%20APPLICATIONS&btnG=
NANOTOXICOLOGY;1743-5390;http://informahealthcare.com/nan;Ciências da Saúde;Medicina;Odontologia, Cirurgia Oral e Medicina;Web of Science;-;-;-;-;-;https://scholar.google.com/citations?hl=pt-BR&view_op=search_venues&vq=NANOTOXICOLOGY&btnG=
NAR CANCER;2632-8674;https://academic.oup.com/narcancer;Outras / Não Classificado;Geral / Multidisciplinar;Planejamento Regional e Urbano;Web of Science;-;-;-;-;-;https://scholar.google.com/citations?hl=pt-BR&view_op=search_venues&vq=NAR%20CANCER&btnG=
NAR Cancer;2632-8674;https://academic.oup.com/narcancer;Ciências Biológicas;Biologia Geral;Bioquímica, Genética e Biologia Molecular, Medicina;Scopus;-;-;2,019;Q1;30.0;https://scholar.google.com/citations?hl=pt-BR&view_op=search_venues&vq=NAR%20Cancer&btnG=
NAR GENOMICS AND BIOINFORMATICS;2631-9268;https://academic.oup.com/nargab;Ciências Sociais Aplicadas;Economia;Economia;Web of Science;-;-;-;-;-;https://scholar.google.com/citations?hl=pt-BR&view_op=search_venues&vq=NAR%20GENOMICS%20AND%20BIOINFORMATICS&btnG=
NAR Genomics and Bioinformatics;2631-9268;https://academic.oup.com/nargab;Ciências Biológicas;Biologia Geral;Bioquímica, Ciência da Computação, Genética e Biologia Molecular, Matemática;Scopus;-;-;1,518;Q1;38.0;https://scholar.google.com/citations?hl=pt-BR&view_op=search_venues&vq=NAR%20Genomics%20and%20Bioinformatics&btnG=
NARRATIVE;1063-3685;http://www.jstor.org/journals/10633685.html;Outras / Não Classificado;Geral / Multidisciplinar;História;Web of Science;-;-;-;-;-;https://scholar.google.com/citations?hl=pt-BR&view_op=search_venues&vq=NARRATIVE&btnG=
NARRATIVE CULTURE;2169-0235;http://muse.jhu.edu/journal/756;Ciências Sociais Aplicadas;Economia;Economia;Web of Science;-;-;-;-;-;https://scholar.google.com/citations?hl=pt-BR&view_op=search_venues&vq=NARRATIVE%20CULTURE&btnG=
NARRATIVE INQUIRY;1387-6740;;Outras / Não Classificado;Geral / Multidisciplinar;Educação e Pesquisa Educacional;Web of Science;-;-;-;-;-;https://scholar.google.com/citations?hl=pt-BR&view_op=search_venues&vq=NARRATIVE%20INQUIRY&btnG=
NARRATIVE WORKS-ISSUES INVESTIGATIONS & INTERVENTIONS;1925-0622;http://w3.stu.ca/stu/sites/cirn/narrative_works.aspx;Ciências Sociais Aplicadas;Economia;Economia;Web of Science;-;-;-;-;-;https://scholar.google.com/citations?hl=pt-BR&view_op=search_venues&vq=NARRATIVE%20WORKS-ISSUES%20INVESTIGATIONS%20%26%20INTERVENTIONS&btnG=
NASE MORE;0469-6255;http://www.nasemore.com;Outras / Não Classificado;Geral / Multidisciplinar;Ciência e Tecnologia Verdes e Sustentáveis;Web of Science;-;-;-;-;-;https://scholar.google.com/citations?hl=pt-BR&view_op=search_venues&vq=NASE%20MORE&btnG=
NASHIM-A JOURNAL OF JEWISH WOMENS STUDIES & GENDER ISSUES;0793-8934;http://muse.jhu.edu/journals/nsh;Ciências Sociais Aplicadas;Economia;Economia;Web of Science;-;-;-;-;-;https://scholar.google.com/citations?hl=pt-BR&view_op=search_venues&vq=NASHIM-A%20JOURNAL%20OF%20JEWISH%20WOMENS%20STUDIES%20%26%20GENDER%20ISSUES&btnG=
NASLEDE;1820-1768;;Outras / Não Classificado;Geral / Multidisciplinar;Educação e Pesquisa Educacional;Web of Science;1,6;Q2;-;-;-;https://scholar.google.com/citations?hl=pt-BR&view_op=search_venues&vq=NASLEDE&btnG=
NASN School Nurses;1942-6038;http://www.sagepub.com/journals/Journal201908/title;Ciências da Saúde;Medicina;Medicina;Scopus;-;-;0,413;Q3;18.0;https://scholar.google.com/citations?hl=pt-BR&view_op=search_venues&vq=NASN%20School%20Nurses&btnG=
NASSP Bulletin;1930-1405;http://bul.sagepub.com/;Outras / Não Classificado;Geral / Multidisciplinar;Ciências Sociais;Scopus;-;-;0,387;Q2;36.0;https://scholar.google.com/citations?hl=pt-BR&view_op=search_venues&vq=NASSP%20Bulletin&btnG=
NATION;0027-8378;https://www.thenation.com/;Ciências Sociais Aplicadas;Economia;Economia;Web of Science;1,1;Q3;-;-;-;https://scholar.google.com/citations?hl=pt-BR&view_op=search_venues&vq=NATION&btnG=
NATIONAL ACADEMY SCIENCE LETTERS-INDIA;0250-541X;https://link.springer.com/journal/40009;Outras / Não Classificado;Geral / Multidisciplinar;Ética;Web of Science;-;-;-;-;-;https://scholar.google.com/citations?hl=pt-BR&view_op=search_venues&vq=NATIONAL%20ACADEMY%20SCIENCE%20LETTERS-INDIA&btnG=
NATIONAL ACCOUNTING REVIEW;2689-3010;https://www.aimspress.com/journal/NAR;Outras / Não Classificado;Geral / Multidisciplinar;Religião;Web of Science;-;-;-;-;-;https://scholar.google.com/citations?hl=pt-BR&view_op=search_venues&vq=NATIONAL%20ACCOUNTING%20REVIEW&btnG=
NATIONAL IDENTITIES;1460-8944;https://www.tandfonline.com/toc/cnid20/current;Outras / Não Classificado;Geral / Multidisciplinar;Língua e Linguística;Web of Science;-;-;-;-;-;https://scholar.google.com/citations?hl=pt-BR&view_op=search_venues&vq=NATIONAL%20IDENTITIES&btnG=
NATIONAL INSTITUTE ECONOMIC REVIEW;0027-9501;https://www.cambridge.org/core/journals/national-institute-economic-review;Outras / Não Classificado;Geral / Multidisciplinar;Negócios;Web of Science;-;-;-;-;-;https://scholar.google.com/citations?hl=pt-BR&view_op=search_venues&vq=NATIONAL%20INSTITUTE%20ECONOMIC%20REVIEW&btnG=
NATIONAL MEDICAL JOURNAL OF INDIA;2583-150X;http://www.nmji.in/;Outras / Não Classificado;Geral / Multidisciplinar;Humanidades, Multidisciplinar;Web of Science;-;-;-;-;-;https://scholar.google.com/citations?hl=pt-BR&view_op=search_venues&vq=NATIONAL%20MEDICAL%20JOURNAL%20OF%20INDIA&btnG=
NATIONAL SCIENCE REVIEW;2095-5138;https://academic.oup.com/nsr;Ciências Humanas;Sociologia;Sociologia;Web of Science;-;-;-;-;-;https://scholar.google.com/citations?hl=pt-BR&view_op=search_venues&vq=NATIONAL%20SCIENCE%20REVIEW&btnG=
NATIONAL TAIWAN UNIVERSITY LAW REVIEW;1812-6324;;Outras / Não Classificado;Geral / Multidisciplinar;Criminologia e Penologia;Web of Science;1,6;Q2;-;-;-;https://scholar.google.com/citations?hl=pt-BR&view_op=search_venues&vq=NATIONAL%20TAIWAN%20UNIVERSITY%20LAW%20REVIEW&btnG=
NATIONAL TAX JOURNAL;0028-0283;http://ntanet.org/publications/national-tax-journal.html;Outras / Não Classificado;Geral / Multidisciplinar;Negócios;Web of Science;2,1;Q3;-;-;-;https://scholar.google.com/citations?hl=pt-BR&view_op=search_venues&vq=NATIONAL%20TAX%20JOURNAL&btnG=
NATIONALISM AND ETHNIC POLITICS;1353-7113;https://www.tandfonline.com/toc/fnep20/current;Outras / Não Classificado;Geral / Multidisciplinar;Engenharia Marinha;Web of Science;0,5;Q4;-;-;-;https://scholar.google.com/citations?hl=pt-BR&view_op=search_venues&vq=NATIONALISM%20AND%20ETHNIC%20POLITICS&btnG=
NATIONALITIES PAPERS-THE JOURNAL OF NATIONALISM AND ETHNICITY;0090-5992;https://www.cambridge.org/core/journals/nationalities-papers;Outras / Não Classificado;Geral / Multidisciplinar;Administração Pública;Web of Science;0,9;Q4;-;-;-;https://scholar.google.com/citations?hl=pt-BR&view_op=search_venues&vq=NATIONALITIES%20PAPERS-THE%20JOURNAL%20OF%20NATIONALISM%20AND%20ETHNICITY&btnG=
NATIONS AND NATIONALISM;1354-5078;http://onlinelibrary.wiley.com/journal/10.1111/(ISSN)1469-8129;Outras / Não Classificado;Geral / Multidisciplinar;Relações Internacionais;Web of Science;-;-;-;-;-;https://scholar.google.com/citations?hl=pt-BR&view_op=search_venues&vq=NATIONS%20AND%20NATIONALISM&btnG=
NATIVA;2318-7670;http://periodicoscientificos.ufmt.br/ojs/index.php/nativa/index;Outras / Não Classificado;Geral / Multidisciplinar;Educação e Pesquisa Educacional;Web of Science;-;-;-;-;-;https://scholar.google.com/citations?hl=pt-BR&view_op=search_venues&vq=NATIVA&btnG=
NATURAL AREAS JOURNAL;0885-8608;http://www.bioone.org/perlserv/?request=get-archive&issn=0885-8608;Outras / Não Classificado;Geral / Multidisciplinar;Lei;Web of Science;1,4;Q1;-;-;-;https://scholar.google.com/citations?hl=pt-BR&view_op=search_venues&vq=NATURAL%20AREAS%20JOURNAL&btnG=
NATURAL COMPUTING;1567-7818;https://www.springer.com/journal/11047;Ciências Sociais Aplicadas;Turismo;Hotelaria, Lazer, Esporte e Turismo;Web of Science;-;-;-;-;-;https://scholar.google.com/citations?hl=pt-BR&view_op=search_venues&vq=NATURAL%20COMPUTING&btnG=
NATURAL GAS INDUSTRY B;2352-8540;https://www.sciencedirect.com/journal/natural-gas-industry-b;Outras / Não Classificado;Geral / Multidisciplinar;Religião;Web of Science;-;-;-;-;-;https://scholar.google.com/citations?hl=pt-BR&view_op=search_venues&vq=NATURAL%20GAS%20INDUSTRY%20B&btnG=
NATURAL HAZARDS;0921-030X;https://link.springer.com/journal/11069;Ciências Humanas;Sociologia;Educação e Pesquisa Educacional, Sociologia;Web of Science;-;-;-;-;-;https://scholar.google.com/citations?hl=pt-BR&view_op=search_venues&vq=NATURAL%20HAZARDS&btnG=
NATURAL HAZARDS AND EARTH SYSTEM SCIENCES;1561-8633;http://www.nat-hazards-earth-syst-sci.net/volumes_and_issues.html;Ciências Sociais Aplicadas;Economia;Economia;Web of Science;0,5;Q4;-;-;-;https://scholar.google.com/citations?hl=pt-BR&view_op=search_venues&vq=NATURAL%20HAZARDS%20AND%20EARTH%20SYSTEM%20SCIENCES&btnG=
NATURAL HAZARDS REVIEW;1527-6988;http://books.google.com/books?id=0TVUAAAAMAAJ;Ciências Sociais Aplicadas;Economia;Economia, Gestão;Web of Science;1,1;Q3;-;-;-;https://scholar.google.com/citations?hl=pt-BR&view_op=search_venues&vq=NATURAL%20HAZARDS%20REVIEW&btnG=
